conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.86E+18,Thu Nov 14 10:27:26 +0000 2024,0,@gintam22 @LexWu_13 @prabowo Percuma juga pejabat2 yg jadi anjhing nya si ivan itu kgk bakal diusut,1.86E+18,,gintam22,in,,0,0,0,https://x.com/antikadrunbang/status/1857007424999235602,1.51E+18,antikadrunbang
1.86E+18,Thu Nov 14 10:27:21 +0000 2024,0,@JhonSitorus_18 @adianradiatus Kalau ini gimana su? Presiden apa Ketua Partai koq kampanye buat dirinya sendiri https://t.co/z0RbJMzuZG,1.86E+18,https://pbs.twimg.com/media/GcVqYr3XcAA4_1n.jpg,JhonSitorus_18,in,"Cirebon, Jawa Barat",0,0,0,https://x.com/AgungHa05086506/status/1857007405415969015,1.21E+18,AgungHa05086506
1.86E+18,Thu Nov 14 10:27:21 +0000 2024,0,@klisedai @prabowo Mau hokben ndut,1.86E+18,,klisedai,in,Sean Ezekiel,0,0,0,https://x.com/noceusc/status/1857007403415314854,1.81E+18,noceusc
1.86E+18,Thu Nov 14 10:27:20 +0000 2024,0,@alvinlie21 Kalo pak @prabowo sampe sowan lagi ke jokowi sih bukan matahari kembar. Jokowi matahari prabowo bulan,1.86E+18,,alvinlie21,in,,0,0,0,https://x.com/travelerwizzard/status/1857007401938866500,1.74E+18,travelerwizzard
1.86E+18,Thu Nov 14 10:27:17 +0000 2024,0,@LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP Itu ruangan simbiosis mutualisme.,1.86E+18,,LexWu_13,in,,0,0,0,https://x.com/twitt_xyz/status/1857007389527920750,1.72E+18,twitt_xyz
1.86E+18,Thu Nov 14 10:27:17 +0000 2024,0,Mensesneg Beberkan Program Lapor Mas Wapres Inisiatif Gibran Bukan Arahan Presiden Prabowo - Riaunews https://t.co/niOXYrJJss,1.86E+18,,,in,Pekanbaru,0,0,0,https://x.com/RiauNewsOnline/status/1857007388701626374,1.78E+18,RiauNewsOnline
1.86E+18,Thu Nov 14 10:27:06 +0000 2024,0,@tempodotco Kelakuan presiden sebelumnya siapa hayo ? di buat acuan presiden sekarang dan kedepan jangan ikut campur biarkan putra putri bangsa menunjukkan kwalitasnya di depan rakyat calon2 bupati walikota gubernur kompetisi secara sehat biar tidak menjadi beban fokus kerja,1.86E+18,,tempodotco,in,,0,0,0,https://x.com/hamzah_roj/status/1857007342170087651,3.07E+09,hamzah_roj
1.86E+18,Thu Nov 14 10:27:04 +0000 2024,0,@LexWu_13 @prabowo momentum pas ini narkoba judol mau di bumi hanguskan. kalo nyerempet ya makin seru. cepat atau lambat pak @prabowo akan tau,1.86E+18,,LexWu_13,in,,0,0,0,https://x.com/sirdave2020/status/1857007335316561991,1.69E+18,sirdave2020
1.86E+18,Thu Nov 14 10:26:59 +0000 2024,0,Prabowo berkomitmen jaga ketahanan energi nasional dengan teknologi dan energi ramah lingkungan #IndonesiaEmas #IndonesiaMaju #KetahananEnergi #SwasembadaEnergi #PresidenPrabowo #DukungPrabowo #ProgramPresiden https://t.co/ARI1vWibZI,1.86E+18,https://pbs.twimg.com/media/GcVqTkGXsAAL6wi.jpg,,in,,0,0,0,https://x.com/HarcumTj/status/1857007312361213986,4.64E+08,HarcumTj
1.86E+18,Thu Nov 14 10:26:54 +0000 2024,0,@adri_zizie @prabowo @gibran_tweet @jokowi Memang Prabowo lebih bagus dr Jokowi bahasa inggris nya memang Gibran spt itu layaknya,1.86E+18,,adri_zizie,in,,0,0,0,https://x.com/DilogoSemo/status/1857007290370396187,1.12E+18,DilogoSemo
1.86E+18,Thu Nov 14 10:26:53 +0000 2024,0,Peningkatan lifting minyak dan bahan bakar nabati strategi Prabowo untuk energi berkelanjutan #IndonesiaEmas #IndonesiaMaju #KetahananEnergi #SwasembadaEnergi #PresidenPrabowo #DukungPrabowo #ProgramPresiden https://t.co/Wz9pnnetQm,1.86E+18,https://pbs.twimg.com/media/GcVqSOhWEAAYz-d.jpg,,in,,0,0,0,https://x.com/HarcumTj/status/1857007289414123986,4.64E+08,HarcumTj
1.86E+18,Thu Nov 14 10:26:49 +0000 2024,1,2. Bayangjan Wakil presiden Ma'ruf Amin diam ketika kampungnya mau digusur. Sawah tambak kampungnya Ma'ruf Amin itu ditawar hanya Rp30.000 per meter. Kampung wakil presiden tidak kuasa melawan oligarki. #AdiliJokoWidodo #AdiliJokoWidodo https://t.co/yitwEN8utA,1.86E+18,https://pbs.twimg.com/ext_tw_video_thumb/1857007216714268673/pu/img/eHQmyf37pboPj2ZH.jpg,Zay34562,in,,0,1,1,https://x.com/Zay34562/status/1857007269067493526,1.54E+18,Zay34562
1.86E+18,Thu Nov 14 10:26:48 +0000 2024,0,Langkah konkret Prabowo: konversi kendaraan dan bahan bakar nabati demi ketahanan energi Indonesia #IndonesiaEmas #IndonesiaMaju #KetahananEnergi #SwasembadaEnergi #PresidenPrabowo #DukungPrabowo #ProgramPresiden https://t.co/4Zj9PWZ7Ga,1.86E+18,https://pbs.twimg.com/media/GcVqQwvW0AAXrLe.jpg,,in,,0,0,0,https://x.com/HarcumTj/status/1857007266274168832,4.64E+08,HarcumTj
1.86E+18,Thu Nov 14 10:26:48 +0000 2024,0,@N0vemberia @RitaHanZa @54h4b4tl4m4 @anaksaayana @bukan__siapa2 @dadyabo @DeynaWolfQueen @DestaMega27 @heru1021 @KheyL4_8 @malagreta https://t.co/PjZAlAwrx1,1.86E+18,https://pbs.twimg.com/ext_tw_video_thumb/1857007230995886080/pu/img/KqDOIbBS50gNVIJv.jpg,N0vemberia,qme,,0,0,0,https://x.com/WakilP23012/status/1857007264818749707,1.86E+18,WakilP23012
1.86E+18,Thu Nov 14 10:26:44 +0000 2024,0,@Minietweets_ @prabowo @gibran_tweet @0ctoberR1 @abby6mei @mimih6mei @BANGSAygSUJUD @mas_veel @gtobing2903 @99propaganda @adri_zizie @tham878 @KEBUMENinLOVE Semua orang juga tahu korupsi itu jahat &amp; harus diperangi.. Semoga beliau biasa bertindak tegas tak cuma sebatas omon omon..,1.86E+18,,Minietweets_,in,Indonesia.,0,0,0,https://x.com/K7_m0en/status/1857007250478338177,3.30E+09,K7_m0en
1.86E+18,Thu Nov 14 10:26:42 +0000 2024,0,Presiden Prabowo siapkan masa depan energi Indonesia melalui inovasi konversi kendaraan dan energi terbarukan #IndonesiaEmas #IndonesiaMaju #KetahananEnergi #SwasembadaEnergi #PresidenPrabowo #DukungPrabowo #ProgramPresiden https://t.co/3A4t2lZWVC,1.86E+18,https://pbs.twimg.com/media/GcVqPbNWYAAwqlq.jpg,,in,,0,0,0,https://x.com/HarcumTj/status/1857007240986726639,4.64E+08,HarcumTj
1.86E+18,Thu Nov 14 10:26:36 +0000 2024,0,Dengan strategi lifting minyak dan bahan bakar nabati Prabowo bertekad wujudkan ketahanan energi #IndonesiaEmas #IndonesiaMaju #KetahananEnergi #SwasembadaEnergi #PresidenPrabowo #DukungPrabowo #ProgramPresiden https://t.co/ukaVmsocHg,1.86E+18,https://pbs.twimg.com/media/GcVqN7uWwAAOR2L.jpg,,in,,0,0,0,https://x.com/HarcumTj/status/1857007215611195504,4.64E+08,HarcumTj
1.86E+18,Thu Nov 14 10:26:36 +0000 2024,0,@msaid_didu masih centang siji Pak https://t.co/2PgAatgKHW,1.86E+18,,msaid_didu,in,Jakarta,0,0,0,https://x.com/el_krova/status/1857007214143164816,1.77E+08,el_krova
1.86E+18,Thu Nov 14 10:26:23 +0000 2024,0,@Mdy_Asmara1701 Respect pak Presiden Direspect sama wapres,1.86E+18,,Mdy_Asmara1701,ht,,0,0,0,https://x.com/hakimrabbaniy/status/1857007162750374156,1.28E+18,hakimrabbaniy
1.86E+18,Thu Nov 14 10:26:23 +0000 2024,0,@angun_1892 @LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP @prabowo,1.86E+18,,angun_1892,qam,,0,0,0,https://x.com/hstoregoat/status/1857007161810755989,1.78E+18,hstoregoat
1.86E+18,Thu Nov 14 10:26:23 +0000 2024,0,@vanc1Bozz @jokowi @prabowo getah busuk kok diberlanjutkan bukannya manis hasilnya yg ada malah belepotan getah busuk sepenjuru negeri ini naudzubillahi min dzalik.,1.86E+18,,vanc1Bozz,in,,0,0,0,https://x.com/otomoyotoM/status/1857007160716108233,1.44E+18,otomoyotoM
1.86E+18,Thu Nov 14 10:26:06 +0000 2024,0,Smoga pak @prabowo tetap menjadi macan asia bahkan dunia...,1.86E+18,,,in,KERAJAAN BANTEN,0,0,0,https://x.com/SSudiharjo/status/1857007088662204822,1.32E+18,SSudiharjo
1.86E+18,Thu Nov 14 10:26:05 +0000 2024,0,Bersama Prabowo mari dukung pemberantasan korupsi untuk masa depan bangsa yang lebih transparan #PemberantasanKorupsi #BerantasKorupsi #PrabowoBerantasKorupsi #AstaCita https://t.co/DsUca7N00U,1.86E+18,https://pbs.twimg.com/ext_tw_video_thumb/1857007034131943424/pu/img/lEpxc6ht62jw2Rjs.jpg,,in,,0,0,0,https://x.com/HarcumTj/status/1857007087022125117,4.64E+08,HarcumTj
1.86E+18,Thu Nov 14 10:26:03 +0000 2024,0,@angun_1892 @LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP @ListyoSigitP @ahriesonta,1.86E+18,,angun_1892,qam,,0,0,0,https://x.com/hstoregoat/status/1857007075764678900,1.78E+18,hstoregoat
1.86E+18,Thu Nov 14 10:25:56 +0000 2024,0,@UmarSyadatHsb__ Kemana Harga diri presiden,1.86E+18,,UmarSyadatHsb__,in,,0,0,0,https://x.com/GembokNapi2021/status/1857007046916194394,1.76E+18,GembokNapi2021
1.86E+18,Thu Nov 14 10:25:53 +0000 2024,0,Presiden Prabowo Akan Mewujudkan Swasembada Pangan dengan Peningkatan Produktivitas Pertanian #TerimaKasihPresidenPrabowo #PresidenPrabowo #VisiPresidenPrabowo #IndonesiaTanpaImpor #KetahananPangan #SwasembadaPangan https://t.co/CnmrOosmox,1.86E+18,https://pbs.twimg.com/media/GcVqDkrWoAA8gMG.jpg,,in,,0,0,0,https://x.com/AtayaPranaya2/status/1857007037529432293,1.36E+18,AtayaPranaya2
1.86E+18,Thu Nov 14 10:25:51 +0000 2024,0,@Gank_Of_Petojo Mungkin ada satu anak hebat saat SD bisa coding tapi jangan semua anak disamaratakan se wow itu Sperti juga Tak semua lulusan esempeh bisa jadi wapres seperti dia kan? Itu butuh kondisi tertentu Seperti : anak lulusan esempeh itu punya bapak presiden dan paman hakim mk,1.86E+18,,Gank_Of_Petojo,in,,0,0,0,https://x.com/UHumaimah/status/1857007026963939348,1.57E+18,UHumaimah
1.86E+18,Thu Nov 14 10:25:51 +0000 2024,0,@KemensetnegRI #PresidenRI #Prabowo #PresidenPrabowoSubianto #SjafrieSjamsoeddin #MenhanRI #WamenhanRI #KemensetnegRI #KabinetMerahPutih #Kemhan #ATRBPNMajudanModern #KemhanRI,1.86E+18,,Kemhan_RI,qme,"Jakarta, Indonesia",0,0,0,https://x.com/Kemhan_RI/status/1857007026406039964,7.15E+17,Kemhan_RI
1.86E+18,Thu Nov 14 10:25:49 +0000 2024,0,Semangat Prabowo dalam pemberantasan korupsi menginspirasi dukungan masyarakat untuk Indonesia yang lebih baik #PemberantasanKorupsi #BerantasKorupsi #PrabowoBerantasKorupsi #AstaCita https://t.co/AD78OOMfdr,1.86E+18,https://pbs.twimg.com/ext_tw_video_thumb/1857006915563204609/pu/img/u5WwOqWIGBZZJhvo.jpg,,in,,0,0,0,https://x.com/HarcumTj/status/1857007017212198996,4.64E+08,HarcumTj
1.86E+18,Thu Nov 14 10:25:45 +0000 2024,0,Adapun rakor ini bertujuan untuk memberantas mafia tanah yang menjadi perhatian serius Presiden RI Prabowo Subianto @prabowo. Saya berharap agar ke depannya kita dapat mengetahui hambatan dan kendala dalam penanganan Tindak Pidana Pertanahan; https://t.co/RpVtuk01Dp,1.86E+18,https://pbs.twimg.com/media/GcVqBvfXoAAR1rw.jpg,Kemhan_RI,in,"Jakarta, Indonesia",0,1,0,https://x.com/Kemhan_RI/status/1857007004264395262,7.15E+17,Kemhan_RI
1.86E+18,Thu Nov 14 10:25:43 +0000 2024,0,@ILCTalkshow masih centang siji Pak Karny https://t.co/2PgAatgKHW,1.86E+18,,ILCTalkshow,in,Jakarta,0,0,0,https://x.com/el_krova/status/1857006992579051859,1.77E+08,el_krova
1.86E+18,Thu Nov 14 10:25:40 +0000 2024,0,@tempodotco Sebagai Presiden utk Rakyat Indonesia seharusnya @prabowo mendukung semua calon kepala daerah yang ikut berkompetisi di ajang Pilkada 2024. Yang pada akhirnya nanti Prabowo juga mendukung siapa pun yg menang di Pilkada 2024 ...,1.86E+18,,tempodotco,in,Di Sudut Kota,0,0,0,https://x.com/IwidSoeryo/status/1857006981178929426,9.97E+17,IwidSoeryo
1.86E+18,Thu Nov 14 10:25:37 +0000 2024,0,@JhonSitorus_18 Batak yang satu ini memang perlu diajar supaya cerdas kalau ini statusnya apa? Presiden koq kampanye buat dirinya berarti gak ada Presiden kalau gitu ya... Lupa atau Kalau PDIP gak masalah? Dasar Kurdul kao https://t.co/zJoK0zp8Gs,1.86E+18,https://pbs.twimg.com/media/GcVp_InXAAAHq_8.jpg,JhonSitorus_18,in,"Cirebon, Jawa Barat",0,0,0,https://x.com/AgungHa05086506/status/1857006966607880579,1.21E+18,AgungHa05086506
1.86E+18,Thu Nov 14 10:25:36 +0000 2024,0,Dalam rangka mewujudkan produktivitas pertanian Presiden Prabowo Subianto senantiasa menempuh berbagai langkah strategis seperti memperluas lahan pertanian #TerimaKasihPresidenPrabowo #PresidenPrabowo #VisiPresidenPrabowo #IndonesiaTanpaImpor #KetahananPangan #SwasembadaPangan https://t.co/hOCyAqM4EP,1.86E+18,https://pbs.twimg.com/media/GcVp_nVW8AAMwbe.jpg,,in,,0,0,0,https://x.com/ud24185000/status/1857006965622214747,1.66E+18,ud24185000
1.86E+18,Thu Nov 14 10:25:35 +0000 2024,0,@BANGSAygSUJUD @prabowo @99propaganda @adri_zizie @AlmaghribiS @EricRicaldo @are_inismyname @florieliciouss @Ndons_Back @tonybulumanu @Lembayung071 @Kimberley_PS08 Sampe ngemis ke cina https://t.co/xhqIC23hRH,1.86E+18,https://pbs.twimg.com/media/GcVpkf9W8AAS-h6.jpg,BANGSAygSUJUD,in,jakarta barat,0,0,0,https://x.com/AzamFiqri1/status/1857006960580731214,1.60E+18,AzamFiqri1
1.86E+18,Thu Nov 14 10:25:33 +0000 2024,0,@LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP Gila ada botol Azul,1.86E+18,,LexWu_13,in,,0,0,0,https://x.com/Mayostar13/status/1857006951583953257,1.80E+18,Mayostar13
1.86E+18,Thu Nov 14 10:25:33 +0000 2024,0,@edjoy12 @LexWu_13 @prabowo Karena mereka keseringan diperes sm pribumi yg biasanya begitu liat ada backingan nyali mereka ciut!,1.86E+18,,edjoy12,in,,0,0,0,https://x.com/antikadrunbang/status/1857006951403557275,1.51E+18,antikadrunbang
1.86E+18,Thu Nov 14 10:25:29 +0000 2024,0,Dalam rangka mewujudkan produktivitas pertanian Presiden Prabowo Subianto senantiasa menempuh berbagai langkah strategis seperti memperluas lahan pertanian #TerimaKasihPresidenPrabowo #PresidenPrabowo #VisiPresidenPrabowo #IndonesiaTanpaImpor #KetahananPangan #SwasembadaPangan https://t.co/ZJ6wiD9zpv,1.86E+18,https://pbs.twimg.com/media/GcVp96cW0AA3oZu.jpg,,in,,0,0,0,https://x.com/ud24185000/status/1857006936979325331,1.66E+18,ud24185000
1.86E+18,Thu Nov 14 10:25:27 +0000 2024,0,Turki telah memutuskan semua hubungan dengan Israel kata Presiden Recep Tayyip Erdogan setelah kunjungan ke Arab Saudi dan Azerbaijan. https://t.co/b6z8ZpQ5co https://t.co/AF3ObHttQq,1.86E+18,https://pbs.twimg.com/media/GcVp9UTXkAEhbgJ.jpg,,in,Indonesia,0,0,0,https://x.com/monitordaycom/status/1857006926715814234,70600007,monitordaycom
1.86E+18,Thu Nov 14 10:25:24 +0000 2024,0,@petercumicumi @LexWu_13 @prabowo @Gerindra @ListyoSigitP @ahriesonta @gibran_tweet Setujuuu,1.86E+18,,petercumicumi,in,"Depok, Indonesia",0,0,0,https://x.com/SonyaAmriani/status/1857006914258772423,5.64E+08,SonyaAmriani
1.86E+18,Thu Nov 14 10:25:20 +0000 2024,0,Presiden Prabowo bertekad memberantas korupsi hingga ke akar-akarnya demi Indonesia yang bersih #PemberantasanKorupsi #BerantasKorupsi #PrabowoBerantasKorupsi #AstaCita https://t.co/Hj84ZnUTj2,1.86E+18,https://pbs.twimg.com/ext_tw_video_thumb/1857006861074980864/pu/img/20giFdAGjBhG_te5.jpg,,in,,0,0,0,https://x.com/HarcumTj/status/1857006897347309630,4.64E+08,HarcumTj
1.86E+18,Thu Nov 14 10:25:19 +0000 2024,0,@Rocky_Antonie Aku follow kamu....Ndasmu Kuwi.... Dengerin goblooook.... Kau yg gak level aku kau buzzer gobloook... Tdk sekalipun kamu menyanggah reply aku itu pertanda kau stunting otak.... Kader Gerindra yg menyatakan Prabowo tdk terlibat.... https://t.co/VbAXbrolDe,1.86E+18,https://pbs.twimg.com/ext_tw_video_thumb/1857006371192864769/pu/img/1X7Vg3kwZ1mj7uBP.jpg,Rocky_Antonie,in,,0,0,0,https://x.com/Dargomb33306384/status/1857006894616813780,1.08E+18,Dargomb33306384
1.86E+18,Thu Nov 14 10:25:18 +0000 2024,1,@DokterTifa Tp sepertinya gerakan pak prabowo lambat dan bnyk memberi ruang mulyono apalagi fufufafa utk bebas brgerak mencitrakan diri. Bisa jd boomerang utk pak prabowo dan tersadar ketika semua sudah terlambat,1.86E+18,,DokterTifa,in,Jakarta Raya,0,0,0,https://x.com/doblang_08/status/1857006890598756635,2.59E+08,doblang_08
1.86E+18,Thu Nov 14 10:25:18 +0000 2024,0,Raffi Ahmad Jadi Utusan Khusus Presiden Nagita Slavina Disebut KPK Boleh Terima Endorse https://t.co/bG9aYeAYPK,1.86E+18,,,in,"Bogor, Indonesia",0,0,0,https://x.com/MediaVoi/status/1857006889285943691,1.58E+09,MediaVoi
1.86E+18,Thu Nov 14 10:25:15 +0000 2024,0,@LexWu_13 prabowo liat tulisan jaman belanda yang ngaggap rakyat seperti anjing aja sampai sekarang masih ingat apalagi ini ada kasus murid di suruh menggonggong seperti anjing. nggak kebayang bagaimana nanti reaksinya .,1.86E+18,,LexWu_13,in,green island,0,0,0,https://x.com/picknava202/status/1857006874853310904,9.22E+17,picknava202
1.86E+18,Thu Nov 14 10:25:09 +0000 2024,0,@siompulandak @BANGSAygSUJUD @prabowo @99propaganda @adri_zizie @AlmaghribiS @EricRicaldo @are_inismyname @florieliciouss @Ndons_Back @tonybulumanu @Lembayung071 @Kimberley_PS08 Tuman.... https://t.co/Zbre59ZUW9,1.86E+18,https://pbs.twimg.com/media/GcVp2S-WcAETtKS.jpg,siompulandak,tl,jakarta barat,0,0,0,https://x.com/AzamFiqri1/status/1857006853181305327,1.60E+18,AzamFiqri1
1.86E+18,Thu Nov 14 10:25:08 +0000 2024,0,@PngAdilnR4kyt Semoga bukan omon omon ya pak @prabowo,1.86E+18,,PngAdilnR4kyt,in,,0,0,0,https://x.com/Mankchichi/status/1857006847317639357,1.65E+18,Mankchichi
1.86E+18,Thu Nov 14 10:24:17 +0000 2024,0,kalau pakai prinsip pacta sunt servanda maka jokowi adalah presiden gagal dan buruk. :)),1.86E+18,,,in,mojokerto,0,0,0,https://x.com/wim_sn/status/1857006632787464476,1.30E+18,wim_sn
1.86E+18,Thu Nov 14 10:24:13 +0000 2024,0,prabowo's teteteret gemoy dance 2.0,1.86E+18,,,in,ur mom,0,0,0,https://x.com/lovrsmind/status/1857006614252867922,1.43E+18,lovrsmind
1.86E+18,Thu Nov 14 10:24:12 +0000 2024,0,@CNNIndonesia Jokowi saat ini ikut kampanye Pilkada utk salah satu Paslon dari Parpol yg dukung anaknya Gibran m'buktikan apa yg ditulis SBY Cawe-Cawe Presiden Jokowi di Pilpres 2024 sepertinya benar &amp; Keputusan 3 Hakim MK menyatakan terjadi Abuse Of Power di Pilpres 2024 sepertinya benar. https://t.co/mCJZ8oJ5eO,1.86E+18,https://pbs.twimg.com/media/GcVpq3gXcAAIKQ6.jpg,CNNIndonesia,in,,0,0,0,https://x.com/sayno_KKN/status/1857006612801613905,1.74E+18,sayno_KKN
1.86E+18,Thu Nov 14 10:24:10 +0000 2024,0,Bayarin cicilan gw wo @prabowo,1.86E+18,,minwonisius,in,rps acc â€¢ 21+ only,0,0,0,https://x.com/minwonisius/status/1857006605302124879,1.03E+18,minwonisius
1.86E+18,Thu Nov 14 10:24:08 +0000 2024,0,@noceusc @prabowo lapar jug pak owo.,1.86E+18,,noceusc,in,"he, intj",0,1,0,https://x.com/klisedai/status/1857006595705626771,1.75E+18,klisedai
1.86E+18,Thu Nov 14 10:24:07 +0000 2024,0,@LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP Makin kesini beritanya makin seru nih. Ga ada rencana polisi pro rakyat gitu pak @ListyoSigitP,1.86E+18,,LexWu_13,in,plat AD,0,0,0,https://x.com/TyoSolo_/status/1857006590752182294,1.52E+18,TyoSolo_
1.86E+18,Thu Nov 14 10:24:01 +0000 2024,0,Menutup lawatan di Amerika Serikat Presiden RI Prabowo Subianto menerima kunjungan dari Menteri Pertahanan Llyod James Austin Rabu (13/11) siang waktu setempat. #presidenprabowo #prabowosubianto #menteripertahanan #menhanamerikaserikat #LloydAustin #amerikaserikat #dekade08 https://t.co/qCkO1bTRs3,1.86E+18,https://pbs.twimg.com/media/GcVpQlFWgAABfNH.jpg,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/dekade_08/status/1857006566844588246,1.58E+18,dekade_08
1.86E+18,Thu Nov 14 10:23:55 +0000 2024,0,@katyperry HEBOH JOKOWI MENCABUT PANGKAT BINTANG 4 PRABOWO. simak videonya di link berikut: https://t.co/BWQvU2HCJf,1.86E+18,,katyperry,in,,0,0,0,https://x.com/LP3ruz89270/status/1857006540667982302,1.80E+18,LP3ruz89270
1.86E+18,Thu Nov 14 10:23:50 +0000 2024,1,@AnKiiim_ @prabowo MANA NIH YANG KATANYA MACAN ASIA.. KOK ADA MANTAN PRESIDEN BEGINI DIBIARIN AJA,1.86E+18,,AnKiiim_,in,,0,0,0,https://x.com/Nov2811Nov/status/1857006520971427878,1.73E+18,Nov2811Nov
1.86E+18,Thu Nov 14 10:23:50 +0000 2024,0,@tempodotco https://t.co/XPVGA837Y1,1.86E+18,https://pbs.twimg.com/media/GcVplnZWUAAwZgv.jpg,tempodotco,qme,,0,0,0,https://x.com/MardaniJgMw/status/1857006520090628462,1.82E+18,MardaniJgMw
1.86E+18,Thu Nov 14 10:23:47 +0000 2024,0,@CNNIndonesia Serasa masih Presiden dia,1.86E+18,,CNNIndonesia,in,,0,0,0,https://x.com/PilotArie/status/1857006508313137161,1.54E+18,PilotArie
1.86E+18,Thu Nov 14 10:23:47 +0000 2024,0,@LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP @DivHumas_Polri @Puspen_TNI @mohmahfudmd tolong dilirik dikit lah kasus ini. banyak berita berseliweran yg merendahkan martabat instansi polri. harap segera inteligen bergerak dan di clear kan !!,1.86E+18,,LexWu_13,in,"Papua, Indonesia",0,0,0,https://x.com/wilzz13/status/1857006508178915490,8.11E+17,wilzz13
1.86E+18,Thu Nov 14 10:23:44 +0000 2024,2,Presiden Prabowo Subianto dan Presiden Amerika Serikat (AS) Joe Biden sempat membahas konflik Gaza dalam saat bertemu di Gedung Putih Washington DC AS pada Selasa (12/11/2024) waktu setempat. Prabowo juga sempat membahas isu tersebut saat berbincang dengan Menteri Pertahanan https://t.co/Qiu7uj91FB,1.86E+18,https://pbs.twimg.com/amplify_video_thumb/1857004859951644672/img/EOfyY8Y5VCCTGCK1.jpg,,in,Jakarta,1,0,1,https://x.com/kompascom/status/1857006494287348209,23343960,kompascom
